name,pz_C2_pop,px_O_pop,NBO_C_diazo,NBO_N1,NBO_N2,NBO_C_carbonyl,NBO_O,HOMO,ΔG,ΔG_fromAdd,adduct,ΔG-ΔG_O,ΔG_O,ΔG_C_fromDiazo,ΔG_C,ΔG-ΔG_C,BCl3_Role,ΔΔG,Overall performance
20_22,1.25417,1.8470900000000001,-0.114,0.081,0.061,0.55,-0.579,-7.4220000000000015,32.81,43.1,-10.28,15.41,17.4,12.92,23.2,9.61,1,5.8,15.41
3_13,1.10028,1.7490599999999998,0.226,0.036000000000000004,0.055,0.528,-0.586,-7.773,18.1,27.25,-9.15,14.36,3.74,13.42,22.57,-4.47,1,18.84,14.36
3_15,1.24251,1.88435,0.085,0.044000000000000004,0.021,0.5479999999999999,-0.599,-7.291,9.34,27.43,-18.09,9.55,-0.21,14.24,32.34,-23.0,1,32.54,9.55
8_18,1.29493,1.78805,-0.129,0.11800000000000001,0.161,0.632,-0.532,-7.894,31.85,27.31,4.54,14.25,17.6,21.28,21.28,10.57,1,3.67,14.25
2_13,1.1232799999999998,1.7005,0.218,0.037000000000000005,0.059000000000000004,0.512,-0.5920000000000001,-7.771,16.9,30.57,-13.67,8.05,8.85,10.48,24.15,-7.25,1,15.3,8.05
6_4,1.2904799999999998,1.76403,0.316,0.023,0.142,0.409,-0.518,-8.539,20.26,19.66,0.6,-5.96,26.22,11.3,11.3,8.96,1,-14.91,8.96
20_1,1.2473,1.85182,-0.32899999999999996,0.075,0.040999999999999995,0.521,-0.608,-7.723,35.53,48.11,-12.58,10.57,24.95,10.13,22.72,12.81,1,-2.23,12.81
19_13,1.0067,1.8018900000000002,0.225,0.042,0.08199999999999999,0.4970000000000001,-0.575,-7.899,18.15,27.59,-9.44,11.83,6.32,14.92,24.36,-6.22,1,18.05,11.83
1_12,1.21186,1.57961,0.20800000000000002,0.040999999999999995,0.064,0.318,-0.601,-7.766,15.15,32.4,-17.25,9.35,5.79,9.1,26.35,-11.2,1,20.56,9.35
19_3,1.18296,1.8673799999999998,-0.08,0.081,0.047,0.534,-0.609,-7.68,31.97,45.1,-13.12,15.24,16.73,16.34,29.46,2.51,1,12.73,15.24
16_4,1.21851,1.86897,0.348,0.004,0.07400000000000001,0.479,-0.5820000000000001,-8.032,19.61,28.05,-8.44,-4.19,23.8,11.66,20.1,-0.49,1,-3.7,-0.49
4_5,1.3791799999999999,1.79384,-0.20600000000000002,0.064,0.134,0.8859999999999999,-0.578,-8.363,28.04,26.45,1.59,-5.41,33.44,13.17,13.17,14.87,1,-20.27,14.87
19_19,1.28741,1.86612,-0.106,0.09,0.087,0.545,-0.5820000000000001,-7.47,30.25,40.3,-10.06,13.36,16.89,16.32,26.38,3.87,1,9.49,13.36
7_12,1.2521200000000001,1.85752,0.218,0.04,0.11199999999999999,0.39399999999999996,-0.56,-8.152000000000001,15.45,19.16,-3.71,14.76,0.69,12.99,16.7,-1.25,1,16.01,14.76
7_17,1.28044,1.86232,-0.1,0.086,0.131,0.444,-0.561,-7.527,28.15,29.46,-1.3,20.55,7.6,16.09,17.39,10.76,1,9.79,20.55
17_18,1.2711700000000001,1.8486099999999999,-0.09300000000000001,0.08800000000000001,0.08800000000000001,0.5489999999999999,-0.596,-7.381,32.88,42.44,-9.57,15.21,17.67,14.46,24.03,8.85,1,6.36,15.21
14_6,1.37578,1.8187,-0.249,0.06,0.1,0.8009999999999999,-0.606,-8.013,26.98,28.04,-1.06,-1.83,28.81,9.99,11.05,15.93,1,-17.76,15.93
19_7,1.26381,1.8566200000000002,-0.222,0.094,0.125,0.5429999999999999,-0.581,-8.672,38.93,43.47,-4.54,8.2,30.73,26.31,30.84,8.09,1,0.12,8.2
17_19,1.21738,1.8606200000000002,-0.10400000000000001,0.08900000000000001,0.083,0.5479999999999999,-0.6,-7.4860000000000015,30.56,40.99,-10.42,14.26,16.3,14.77,25.19,5.37,1,8.88,14.26
22_7,1.34788,1.86215,-0.23,0.11,0.125,0.525,-0.59,-8.586,38.45,38.69,-0.25,7.36,31.09,25.43,25.68,12.77,1,-5.41,12.77
11_18,1.2739200000000002,1.82915,-0.079,0.096,0.115,0.486,-0.573,-7.497000000000001,32.07,42.55,-10.49,13.59,18.48,13.94,24.43,7.64,1,5.95,13.59
6_19,1.3103,1.75837,-0.128,0.10400000000000001,0.156,0.496,-0.534,-7.6610000000000005,27.91,30.91,-3.0,13.04,14.87,18.27,21.27,6.64,1,6.4,13.04
21_10,1.23299,1.8634700000000002,-0.12300000000000001,0.091,0.08900000000000001,0.542,-0.591,-7.516,35.0,43.96,-8.96,17.28,17.72,15.45,24.4,10.6,1,6.68,17.28
1_19,1.2871,1.86228,-0.11800000000000001,0.095,0.098,0.371,-0.598,-7.37,29.11,46.42,-17.31,13.55,15.56,13.27,30.58,-1.47,1,15.01,13.55
5_18,1.30187,1.7575,-0.12300000000000001,0.10300000000000001,0.14400000000000002,0.5379999999999999,-0.541,-7.687,31.23,33.46,-2.23,12.37,18.85,15.37,17.6,13.63,1,-1.25,13.63
3_19,1.25201,1.8681,-0.107,0.086,0.061,0.573,-0.598,-7.43,31.65,36.38,-4.73,23.43,8.21,15.86,20.59,11.06,1,12.37,23.43
18_1,1.21865,1.8531099999999998,-0.33,0.078,0.055,0.521,-0.598,-8.102,37.06,48.35,-11.29,9.47,27.59,11.84,23.14,13.92,1,-4.46,13.92
15_8,1.29501,1.83883,0.009000000000000001,0.078,0.152,0.6759999999999999,-0.634,-8.574,29.01,36.86,-7.85,0.21,28.8,22.7,30.54,-1.54,1,1.75,0.21
21_9,1.29316,1.84705,-0.21600000000000005,0.11199999999999999,0.16,0.563,-0.5589999999999999,-8.746,34.47,36.62,-2.15,8.31,26.17,26.31,28.46,6.01,1,2.29,8.31
8_22,1.30955,1.7909099999999998,-0.147,0.11699999999999999,0.158,0.636,-0.5,-7.931,31.94,28.37,3.57,13.76,18.18,16.32,16.32,15.62,1,-1.86,15.62
7_2,1.27271,1.8627200000000002,-0.11,0.081,0.09,0.429,-0.5720000000000001,-8.083,32.58,34.75,-2.17,16.95,15.63,13.22,15.39,17.19,1,-0.24,17.19
19_5,1.24692,1.8641,-0.13699999999999998,0.05,0.1,0.519,-0.5670000000000001,-8.017999999999999,28.97,37.23,-8.26,3.23,25.74,11.7,19.96,9.0,1,-5.77,9.0
10_5,1.33351,1.8694400000000002,-0.128,0.048,0.091,0.49,-0.593,-7.9620000000000015,27.24,34.46,-7.22,6.04,21.2,11.12,18.34,8.9,1,-2.87,8.9
20_18,1.2643799999999998,1.8428400000000005,-0.09300000000000001,0.087,0.078,0.5489999999999999,-0.601,-7.2929999999999975,33.33,43.82,-10.49,15.2,18.13,13.39,23.88,9.46,1,5.74,15.2
13_22,1.30399,1.8205200000000001,-0.139,0.096,0.096,0.825,-0.595,-7.516,29.4,33.66,-4.26,3.74,25.65,9.54,13.8,15.6,1,-11.85,15.6
3_18,1.2732700000000001,1.85208,-0.092,0.08800000000000001,0.07200000000000001,0.575,-0.599,-7.346,31.11,38.96,-7.84,20.47,10.64,13.0,20.84,10.27,1,10.2,20.47
17_12,1.1991399999999999,1.8571400000000002,0.23199999999999998,0.035,0.059000000000000004,0.496,-0.6,-7.733,14.77,28.15,-13.38,8.85,5.92,11.8,25.18,-10.41,1,19.26,8.85
1_18,1.27846,1.80795,-0.113,0.095,0.095,0.369,-0.597,-7.421,32.51,46.62,-14.1,15.69,16.82,12.81,26.92,5.6,1,10.1,15.69
19_1,1.2,1.8801900000000002,-0.33,0.078,0.055999999999999994,0.52,-0.588,-8.107000000000001,37.4,49.21,-11.81,4.52,32.88,12.48,24.29,13.11,1,-8.59,13.11
8_4,1.29615,1.7572400000000001,0.315,0.043,0.17,0.561,-0.516,-8.742,23.08,13.33,9.76,-10.92,34.0,14.15,14.15,8.94,1,-19.85,8.94
10_20,1.26065,1.8570900000000001,-0.078,0.083,0.071,0.514,-0.616,-6.862,27.49,39.81,-12.32,16.58,10.91,11.25,23.57,3.92,1,12.65,16.58
12_16,1.29694,1.84053,-0.11800000000000001,0.094,0.077,0.825,-0.643,-7.204,32.01,33.58,-1.57,10.78,21.23,10.75,12.32,19.68,1,-8.9,19.68
7_15,1.29013,1.87137,0.061,0.059000000000000004,0.102,0.42100000000000004,-0.564,-8.06,7.45,11.62,-4.17,8.15,-0.7,14.96,19.13,-11.68,1,19.83,8.15
4_7,1.37006,1.8026099999999998,-0.284,0.106,0.155,0.91,-0.579,-9.177,43.08,39.0,4.08,-12.64,55.72,29.29,29.29,13.79,1,-26.43,13.79
12_7,1.36511,1.83185,-0.257,0.098,0.12300000000000001,0.82,-0.624,-8.724,32.77,33.35,-0.58,-10.12,42.89,18.8,19.38,13.39,1,-23.51,13.39
4_2,1.2977,1.63202,-0.156,0.087,0.071,0.894,-0.603,-8.04,33.27,36.07,-2.8,3.18,30.09,11.05,13.85,19.42,1,-16.24,19.42
9_2,1.27855,1.85552,-0.099,0.11,0.11900000000000001,0.43,-0.573,-8.163,28.25,36.07,-7.83,4.99,23.25,13.78,21.6,6.64,1,-1.65,6.64
9_9,1.3598700000000001,1.84638,-0.21100000000000002,0.136,0.21600000000000005,0.473,-0.523,-9.117,36.72,34.45,2.27,-2.81,39.53,31.27,31.27,5.45,1,-8.26,5.45
13_1,1.25261,1.79253,-0.626,0.086,0.062,0.7979999999999999,-0.36,-8.102,38.63,44.04,-5.41,4.59,34.04,10.57,15.98,22.65,1,-18.06,22.65
8_15,1.32023,1.79866,-0.537,0.09300000000000001,0.127,0.611,0.036000000000000004,-8.378,7.26,6.56,0.7,6.66,0.6,15.82,15.82,-8.56,1,15.22,6.66
4_9,1.37984,1.8045200000000001,-0.5670000000000001,0.124,0.191,0.925,-0.27,-9.04,35.62,30.28,5.34,-8.13,43.76,28.68,28.68,6.94,1,-15.07,6.94
12_1,1.32138,1.7054900000000002,-0.647,0.083,0.046,0.797,-0.359,-8.06,38.31,42.56,-4.25,-5.44,43.75,8.14,12.39,25.92,1,-31.36,25.92
14_1,1.2504899999999999,1.79308,-0.626,0.087,0.064,0.7979999999999999,-0.36,-8.084,38.79,44.51,-5.72,3.69,35.1,10.79,16.51,22.28,1,-18.59,22.28
